handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded
@WhistlerDick,Sergej Trifunović,2019-11-05T05:54:58.000Z,"Beograde, dobro jutro. Dok se spremam za sastanak sa Palmerom, pitam se: Da li će Danilo i Marko, zajedno otvoriti neki dobar noćni klub u Moskvi?",rusija,und,0.1,-1,0.0,-1.0
@SlobodaIPravda,Stranka slobode i pravde,2020-08-13T06:20:08.000Z,Na Savskom trgu se čeka spomenik Stefanu Nemanji. Uvoze ga iz Rusije.@milabizjak,rusija,und,-0.5,0,-0.5,0.0
@WhistlerDick,Sergej Trifunović,2019-11-05T08:51:24.000Z,"Posle sastanka sa Palmerom, već razmišljam o ozvučenju i enterijeru Markovog i Danilovog kluba u Moskvi. 
Beograde, lep, sunčan dan. 
Idemo dalje.",rusija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2018-06-27T20:06:11.000Z,"E sad možemo na miru da gledamo svetsko.Samo da genije koji je nazvao emisiju”Ruska Bajka”, ne pušta više spot za cersku bitku i jelen pivo.",rusija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2018-01-28T22:00:28.000Z,"oduvek izmedju istoka i zapada, oćemo li k Rusiji ili Austrougarskoj, Americi, jel možemo malo da budemo samo svoji, majku mu jebem?!",rusija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2017-12-20T17:51:00.000Z,"Zamisli da postoji novinarstvo u nas pa neki novinar pita Dačića i Vulvina da li su u Moskvi posetili majku ove usrane nacije, dr. Marković?",rusija,und,0.1,-1,0.0,-1.0
@MarinikaTepic,Marinika Tepić,2021-03-09T05:14:03.000Z,"Ruska balerina Ilmira Bagrautinova iz Sankt Peterburga, na zaleđenom delu Finskog zaliva i na -15 stepeni, izvodi scenu iz Labudovog jezera.

U znak protivljenja izgradnji luke u tom zalivu Batareinaja, popularnoj plaži i mestu gde se gnezde labudovi.",rusija,und,0.1,-0.4,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2019-04-12T16:02:47.000Z,"Zamislite da ruski ministar odbrane Šojgu odluči da štrajkuje glađu i da ga onda Putin moli da to ne uradi.

Uopšte, kako šef države treba da reaguje na najavu štrajka glađu visokog funkcionera bezbednosti - ubeđivanjem ili momentalnom smenom i slanjem na psihijatriju?

Cirkus.",rusija,und,0,-0.2,0.0,0.0
@MarinikaTepic,Marinika Tepić,2021-09-18T13:52:08.000Z,"Vidimo se večeras u Vršcu!

Dođite da se upoznamo i dogovorimo kako ćemo zajedno do pobede!Ruski park od 18h",rusija,und,0.1,-0.4,0.0,-0.5
@AlekSeselj,Aleksandar Šešelj,2019-04-10T18:41:11.000Z,"Ако је Русија највећи заштитник српског суверенитета и територијалног интегритета, морална је обавеза Србије да признаје територијални интегритет Русије. 
 Увек и свуда за браћу ",rusija,sr,0.8,0.7,1.0,0.5
@DraganDjilas,Dragan Djilas,2019-11-21T10:38:12.000Z,"Nebojša pre tri dana rekao da ide u Moskvu i da će da pita Putina šta misli o uzbunjivaču iz Krušika.

Nebojša je juče i danas u Moskvi. 
Možda je bolje da pita Putina šta  misli o tome što je tatina firma prodavala oružje Ukrajincima koje su oni koristili u ratu protiv Rusa...",rusija,und,0.3,-0.5,0.5,-0.5
@AlekSeselj,Aleksandar Šešelj,2021-09-25T14:56:33.000Z,"Да би сачувала КиМ, Србија мора да тражи да се преговори врате у Савет безбедности УН, где су српски савезници Русија и Кина, које поштују међународно право, резолуцију 1244 и територијални интегритет Србије. ",rusija,sr,0.8,0.7,1.0,0.5
@WhistlerDick,Sergej Trifunović,2019-12-31T23:16:23.000Z,"“Sergej Trifunović definitivno potpao pod ruski uticaj na Balkanu.”
by @PavleGrbovic",rusija,und,0.1,-1,0.0,-1.0
@MiikiAleksic,Miroslav Aleksic,2019-10-20T19:14:36.000Z,"Danas je svetski dan jabuke.

Srbija najviše uvozi jabuke iz EU 84%, a najviše izvozi u Rusiju 84%.

Razlika je samo u tome što izvozimo kada je najjeftinija, a uvozimo kada je najskuplja. 

Tako je to u zemljama bez strategije.",rusija,und,0.2,0.2,0.0,0.0
@SlobodaIPravda,Stranka slobode i pravde,2020-10-06T14:25:10.000Z, Lokacije na kojima danas možete dati svoj potpis i sprečiti rušenje Starog savskog mosta su Požeška 17-19h Vukov spomenik 16-18h Terazije Mc Donalds 16-18h Ruski car 16-18h,rusija,und,-0.5,0,-0.5,0.0
@BorkoStef,Borko Stefanović,2018-05-09T19:16:26.000Z,"Bez ostrašćenosti, Srbiji jeste mesto na paradi u Moskvi na Dan pobede i to jeste čast za našu zemlju i ponos za sve. To što je Vučić predsednik a ne neko bolji i pošteniji, naš je problem i mi ga sami moramo rešavati.",rusija,und,0.1,-0.3,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2017-07-18T07:06:24.000Z,"Amerika, Rusija i Bliski istok - šta nas očekuje? U Beogradu, 24.jula u 18h, prijavite se na: http://",rusija,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2019-06-01T08:42:09.000Z,"Народна странка: Шта садржи месо које је у Русији забрањено, а у Србији се слободно продаје?",rusija,sr,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2018-09-30T14:54:52.000Z,"Verujem da će Rusija nastaviti da podržava Srbiju, ali ovo je jasan diplomatski signal da nisu oduševljeni činjenicom da u ime Beograda po svetu razgovore vodi Toni Bler.

Velika bruka.",rusija,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2020-04-29T13:42:22.000Z,"Zašto je Putin odlučio da spase Bašara el-Asada?

Kome kriza COVID-19 ide više na ruku - Bajdenu ili Trampu?

Da li Vašington i Moskva veruju Erdoganu?

Ima li Srbija svetlu budućnost?

Večeras u 21h.https://GbxNE…",rusija,und,0,-0.2,0.0,0.0
@MarinikaTepic,Marinika Tepić,2018-04-11T15:10:48.000Z,"Pa ovi Karići sa sve Vesićem i naprednjačkom bulumentom stvarno misle da su neprovaljivi?! Da je neko platio (ili mlatio) za 'bistu' Jurija Gagarina? Da neka mišljenja išta znače?!

Bistu 'poklanja' širom gradova i sveta ruska fondacija već godinama!http://ojects-in-russia/bust-of-yuriy-gagarin/…",rusija,und,0.1,-0.4,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2018-11-05T20:11:18.000Z,"Ovo je besramna manipulacija.

“Kosovo”’bi moglo biti sprečeno da se u Parizu 11.11. lažno predstavi kao pobednica u Velikom Ratu, kada bi Srbija zatražila od Rusije da joj u tome pomogne.

Nije to učinila, jer @avucic tamo ima planirani performans sa svojim partnerom Tačijem.",rusija,und,0,-0.2,0.0,0.0
@MiikiAleksic,Miroslav Aleksic,2019-07-17T16:15:43.000Z,"Jedan od najlepših spomenika carskoj porodici Romanov,koja je tragično stradala na današnji dan, nalazi se u manastiru Divijevo u Rusiji.
U manastiru Svetog Luke u Bošnjanu kod Varvarina nalazi se mirotočiva ikona Sv Alekseja carevića.
Car Nikolaj:“Samo ljubav može pobediti zlo”",rusija,und,0.2,0.2,0.0,0.0
@AlekSeselj,Aleksandar Šešelj,2018-03-22T14:30:02.000Z,Globalno 21.03.2018 - Tema: Mijenja li se ruska politika nakon izbora (B...,rusija,und,0.8,0.7,1.0,0.5
@MarinikaTepic,Marinika Tepić,2019-05-17T08:01:26.000Z,"Hvala vama, Užičanima, na sinoćnoj odličnoj energiji na protestu #1od5miliona 

Hvala posebno Ruški što je podvukla šta nam je glavni putokaz: ""do Slavije moramo svi zajedno, a ko će posle levo ili desno il' na centar, to ćemo odlučiti kad tamo stignemo"".",rusija,und,0.1,-0.4,0.0,-0.5
@StrankaNarodna,Narodna stranka,2021-08-26T14:13:10.000Z,"Видели смо фотографије Данила Вучића са Ацом Рошавим и другим припадницима клана Беливука на Светском првенству у Русији, али нисмо добили информације ко је од високих полицијских службеника још био у њиховом друштву.",rusija,sr,-0.2,-0.7,0.0,-0.5
@BorkoStef,Borko Stefanović,2013-03-04T20:05:37.000Z,Saopstenje skupstine srbije da je ruski ambasador PRIMIO predsednika skupstine stefanovica. Skandal I amaterizam. Megatrend protokol,rusija,und,0.1,-0.3,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2018-03-27T14:37:24.000Z,"13. nov. 2017. za @OnlineDanas 

Vučić će „zavrnuti“ EU i okrenuti se Rusiji. Iskoristio je samo za pranje biografije i dolazak na vlast, a s koje neće želeti otići makar nas ponovo uvukao u rat. To je sociopatsko stanje i nema veze sa državom i KiM. Žao mi je što EU to ne vidi.",rusija,und,0.1,-0.4,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2012-12-11T20:46:31.000Z,"Na -26, Moskva je tonula u san....",rusija,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2019-10-24T13:42:26.000Z,"Posle više od dve godine, zakoračio sam u RTS.

Na nacionalnim televizijama u Srbiji je moj nastup ZABRANJEN, ali ruski @RT_com je u zgradi @RTS_Vesti zakupio studio da bi uradili intervju.

Nisam bio siguran da li će ga pustiti.

Ipak jesu.

Pogledajte!",rusija,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2012-12-12T12:23:46.000Z,Jako dobar sastanak (rucak) sa Lavrovom. Puna podrska Rusije svim inicijativama srpskog predsedavanja UN. Idemo dalje!,rusija,und,0,-0.2,0.0,0.0
@WhistlerDick,Sergej Trifunović,2018-03-15T16:32:51.000Z,"To je Njegoš rekao kao:”Ruski ćesar o svom narodu misli, a o mom-kad mu zatreba.”",rusija,und,0.1,-1,0.0,-1.0
@MarinikaTepic,Marinika Tepić,2020-04-07T17:09:07.000Z,"Imali smo epidemiju i variole vere 1972, pa ni Broz,ni Kardelj nisu sedeli u kriznom štabu.

Plus šta stiže u 11 aviona iz Rusije IL-76 nosivosti od 45-60t? Nismo upoznati sa sadržinom tih 450-600t, a tonaža je impozantna.

Na nesreći naroda ne smeju se skupljati politički poeni!",rusija,und,0.1,-0.4,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2021-07-15T06:34:54.000Z,"Profesor @AA_Sushentsov je direktor Insitituta za međunarodne studije najelitnijeg ruskog državnog univerziteta, čuvenog @mgimo u Moskvi.

Pročitajte njegovu fantastičnu analizu odnosa u strateškom trouglu SAD-Rusija-Kina u novom broju #Horizons @CIRSD!https://",rusija,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2018-02-18T15:07:25.000Z,"Ako vas zanima šta se dešava u svetu - od korejske krize, preko Bliskog istoka, do odnosa u trouglu moći SAD-Kina-Rusija, pridružite se dvojici vrhunskih svetskih stručnjaka @ianbremmer i @MrKRudd u Metropolu u ponedeljak u 18h! 

VIŠE INFORMACIJA NA http://",rusija,und,0,-0.2,0.0,0.0
@StrankaNarodna,Narodna stranka,2021-03-18T11:03:01.000Z,"""Балкан је међу ретким деловима света у којима су истовремено присутне и за који су заинтересоване све силе на северној полулопти, глобалне и регионалне, укључујући ЕУ, САД, Русију, Турску и Кину"".",rusija,sr,-0.2,-0.7,0.0,-0.5
@AlekSeselj,Aleksandar Šešelj,2021-11-18T14:08:14.000Z,"Да би Србија заштитила свој суверенитет и тер. интегритет, преговори морају да се воде у СБ УН, где би се постигао баланс у посредницима између западних великих сила које су спонзори терористичке квази државе и Русије и Кине, које поштују међународно право и резолуцију 1244.",rusija,sr,0.8,0.7,1.0,0.5
@StrankaNarodna,Narodna stranka,2022-03-03T18:03:19.000Z,"Vučić je promenio stav o Ukrajini jer je ucenjen, Zapad zna da je umešan u težak kriminal i korupciju. Moguće je da Srbija uvede sankcije Rusiji ako SNS ostane na vlasti.@MiikiAleksic",rusija,und,-0.2,-0.7,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2017-11-13T14:04:41.000Z,"Vučić će na kraju ""zavrnuti"" EU i okrenuti se Rusiji. EU je iskoristio za dolazak na vlast s koje neće želeti otići nikada, makar nas ponovo uvukao u rat. To je sada sociopatsko stanje, deja vu, i nema nikakve veze sa politikom, državom ili Kosovom. Žao mi je što EU to ne vidi.",rusija,und,0.1,-0.4,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2018-11-11T13:12:40.000Z,"Rusija ne obeležava Dan primirja u Prvom sv. ratu kao državni praznik prvog reda - zato što je u njemu poražena 1917, nakon čega je započela krvava revolucija i građanski rat.

Ali zato na Dan pobede u Drugom sv. ratu, 8. maja, ruski predsednik je UVEK u Moskvi.",rusija,und,0,-0.2,0.0,0.0
@ZoranT11,Zoran Tomić,2022-03-05T16:37:43.000Z,"Podrška u Kruševcu?! Toliko je ima da ste je na slikama pokazali, tj. pokazali binu gde ste svu podršku popeli da bi se slikali i pustili lažnu podršku na mreže. Čuo sam da čak ni svih 100 potpisnika iz Kruševca nisu došli na konvenciju. Toliko o podršci NATO generalu u Kruševcu.",nato,und,0.5,0.7,0.5,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2022-03-04T11:53:47.000Z,"Осуда Русије у УН може скупо коштати Србију. Не треба да се мешамо у сукоб НАТО и Русије"" поручио је Саша Радуловић, лидер коалиције Суверенисти. 
Он је изразио жаљење што је ""наша власт стала на страну НАТО"".@SasaRadulovich",nato,sr,0.2,0.6,0.0,0.5
@ZoranT11,Zoran Tomić,2022-02-25T20:27:50.000Z,"Čekaj...ovaj ovde podržava NATO generala za predsednika Srbije, a njegov nadređeni mu je Jeremić zvani glupo pitanje koji je j*** majku Srbiji i spremao da je rasparča...i on priča o politici zaštite nacionalnog interesa?! Koga on misli da zavarava? Izgleda samog sebe jedino...",nato,und,0.5,0.7,0.5,0.5
@MarijanNSS,Marijan Rističević,2022-03-03T20:31:11.000Z,"Ruske mačke su opasne po NATO, zato su im uvedene sankcije",nato,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-03-04T21:46:55.000Z,Rat bio stao za dva dana ukoliko bi se NATO obavezao da neće primiti Ukrajinu u NATO i da je neće naoružavati  protiv Rusije...,nato,und,0.4,0.8,0.5,1.0
@NemanjaSarovic,Nemanja Šarović,2022-02-25T20:26:17.000Z,"Čak se i autor twita o oklopnom vozilu koje gazi civilni auto u Kijevu izvinio jer je utvrđeno da se radi o ukrajinskom a ne ruskom vojnom vozilu.
Šule i dalje ćuti.
E da, gospodin @ichbinilya koga je @SutanovacDragan retvitovao, otvoreno podržava NATO bombardovanje Srbije!",nato,und,0.7,0.4,0.5,0.5
@MarijanNSS,Marijan Rističević,2022-02-26T12:44:30.000Z,Gospođa misli da samo njeni prijatelji i finansijeri iz NATO pakta imaju ekskluzivno pravo na intervencije po celom svetu i vojnom otimanju KiM od države Srbije .,nato,und,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2022-03-03T17:39:33.000Z,Површно. Сукоб у Украјини је сукоб НАТО - Русија. Нема шта ми да се мешамо у сукоб колонијалних сила преко леђа грађана Украјине. И за њих и за нас ово је наук да чувамо суверенитет и дозволимо да будемо топовско месо за геополитички рат великих сила.,nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-02T21:38:34.000Z,Зар није НАТО својим чином непризнавања самопроглашених делова Украјине непризнао и приштинску квази државу и признао територијални интегритет Србије? Уозбиљите се. Међународно право је мртво од 1999. Сада само на пољу чисте силе и самовоље великих сила. Почело је на КиМ.,nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-02T22:48:52.000Z,"Србија треба да стоји по страни и не меша се ни на који начин у сукоб између Русије и НАТО преко леђа и живота грађана Украјине, јер Србије не може ништа да промени. Стати на страну НАТО који нам је у агресији окупирао део територије је пуцањ у споствену ногу.",nato,sr,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2022-02-28T19:06:54.000Z,Nije se radilo o običnim raketama već o nuklearnim kakve NATO nigde nikad nije instalirao.,nato,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2022-03-03T10:59:21.000Z,"Ви се шалите то за Кину КиМ се брани тако што се не сече грана на којој седиш, не петља тамо где ти није место, не заузима страна НАТО у сукобу са Русијом, већ се држи по страни док се НАТО и Русија раскусуравају преко леђа и живота грађана Украјине.",nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-02T22:25:34.000Z,"Зато што смо чланица УН и признајемо одлуке савета безбедности. Резолуција 1244 је на снази и она штити територијални интегритет Србије. Земље НАТО крше сопствену резолуцију.
Нисте одговорили на моје питање.",nato,sr,0.2,0.6,0.0,0.5
@adv_djukanovic,Владимир Ђукановић,2022-03-05T12:10:39.000Z,Наша отаџбина неће ићи у НАТО.,nato,sr,0.8,0.9,1.0,1.0
@SasaRadulovich,Saša Radulović,2022-03-02T22:47:53.000Z,"Србија треба да стоји по страни и не меша се ни на који начин у сукоб између Русије и НАТО преко леђа и живота грађана Украјине, јер Србије не може ништа да промени. Стати на страну НАТО који нам је у агресији окупирао део територије је пуцањ у споствену ногу.",nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-02T22:22:44.000Z,"Управо. Осим што Русија не признаје приштинску квази државу. Треба и то да доведемо у питање? Или мислите да ће, ако Србија осуди Русију, НАТО земље схватити своју грешку, постати принципијелне и повући признање Приштине?",nato,sr,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2022-02-27T16:30:47.000Z,"Ne, idu uredjene zemlje koje im otvaraju bolje životne perpektive. Interesantno je da se Rusi sele u Ameriku a nisam čuo da se Amerikanci sele u Rusiju, isto važi i za zemlje EU, NATO.",nato,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2022-03-03T11:43:12.000Z,Конфликт је између НАТО и Русије преко леђа грађана Украјине.  НАТО је подједнако крив за ово што се дешава као и Русије. Најкривљи су украјински политичари који су дозволили да буду НАТО марионете и довеле своје грађане у проблем. Погледајте видео:,nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-03T10:54:45.000Z,Ако у то верујете онда сигурно верујете и у то да нам је НАТО својим понашањем рекао да је КиМ саставни део Србије и да су погрешили када су бобардовали Србију. Много вам је површно ово ваше сматрање.,nato,sr,0.2,0.6,0.0,0.5
@SutanovacDragan,Šutanovac Dragan,2022-02-25T22:09:00.000Z,,nato,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2022-03-03T17:38:03.000Z,"То тако може само површно са огромном штетом по Србију. У лажном избору НАТО - Русија, став Србије треба да буде Србија.",nato,sr,0.2,0.6,0.0,0.5
@MarijanNSS,Marijan Rističević,2022-02-28T00:17:26.000Z,"Mislim fa NATO treba da shvati da više nisu sami na planeti. Da više nije dovoljno  angažovati CNN kao medijskog sponzora ratnih akcija  koje predvode SAD.
Treba da uvaže i bezbednosni interes Rusije i da se o tome dogovore da ne troše Ukrajince. To je put ka miru.",nato,und,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2022-03-03T17:36:54.000Z,"Не може без контекста. Украјина је предала своју сувереност НАТО-у, тако да то што се тамо дешава више нема везе са Украјином. То што су марионетски политичари жртвовали сопствене грађане зарад своје послушности страним амбасадама је трагедија за грађане.",nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-03T11:02:20.000Z,"Тако мали Ђокица дозвољава да га страна у сукобу, НАТО, користи за своје интересе. А да не оправдавамо ништа, већ да водимо рачуна о својим интересима, да не сечемо грану на којој седимо, да се држимо по страни у сукобу НАТО и Русије преко леђа грађана Украјине?",nato,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-04T15:31:02.000Z,Пред или после избора свеједно. Покушајем подметања бежите од суштине. Но добро. Ваше право. Не бих вас више задржавао.,nato,sr,0.2,0.6,0.0,0.5
@MarijanNSS,Marijan Rističević,2022-02-27T08:40:22.000Z,Vi ste davanjem vazdušnog prostora NATO paktu za bombardovanjem Srbije postali i sami agresor. A sad ste u Prknu.,nato,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-27T00:37:19.000Z,"A ko si ti da procenjuješ ko je bio diktator. Alija tvorac Islamske deklaracije po svom priznanju žrtvovao mir i poveo rat. SFRJ nije srusio Milosevic. Irak i Libija su sada bivše države, Avganistan gotov. Srbiju bombardovao NATO. Eto više nemaju ekskluzivu na silu!",nato,und,0.4,0.8,0.5,1.0
@SerbianPM,Aна Брнабић,2018-12-17T12:13:36.000Z,"At a professional debate in Novi Sad, we are discussing the new Media Strategy. The process of creating this important document was transparent and inclusive, involving representatives of media and journalist associations, experts and civil society sector.",amerika,en,0.1,0.5,0.0,0.5
@SerbianPM,Aна Брнабић,2020-03-06T21:11:50.000Z,"We are celebrating 15 years of the European Movement in Serbia at the Novi Sad Local Council. Serbia is part of Europe – not through negotiation chapters and administration, but through history, culture and tradition.  @EvropskiPokret",amerika,en,0.1,0.5,0.0,0.5
@markodjuric,Марко Ђурић,2020-10-02T09:19:01.000Z,Serbs from Kosovo and Metohija wish @POTUS and @FLOTUS a quick and easy recovery!,amerika,en,0.3,0.9,0.5,1.0
@SerbianPM,Aна Брнабић,2018-06-29T18:50:23.000Z,"At the Regional Youth Forum in Novi Sad, we talked about better youth connectivity in the Western Balkans. Their energy is a driver for the strengthening of political, economic and cultural cooperation and the progress of the region. #ryf2018novisad http://p?id=128849&change_lang=en…",amerika,en,0.1,0.5,0.0,0.5
@SerbianPM,Aна Брнабић,2019-06-28T19:36:56.000Z,"100 years of peace celebrated in Novi Sad. The  monument of peace, created by the world famous artist and global icon of the peace movement Yoko Ono. Petrovaradin is #FortressOfPeace #FirstWorldPeace @Exit_Fondacija 
 @novisad2021 
 @kompanijaNIS",amerika,en,0.1,0.5,0.0,0.5
@ZoranT11,Zoran Tomić,2022-01-31T22:29:15.000Z,"Samo 14 meseci radili istraživanja? Mora da je preciznost 120% baš kako gazda tajkun voli. Da li ste ikad istraživali šta narod želi, koji su problemi, kako da se reše? To niste radili ni dok ste bili na vlasti, a tek sad vas ne zanima. Važno da ste se merili...ko je negativniji.",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-01T18:08:29.000Z,"Zar nije Đilasov mašinski mozak najbritkiji? Au, uvredio si gazdu...sad će sujeta da proradi. 
Što se sudara tiče, sudarićete se sa narodnom voljom 3. aprila, koja još pamti gazdina nedela i to mu nikad neće oprostiti. Džabe vam unapred spremne laži, neće vam proći kod naroda...",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-02T08:47:21.000Z,"Dok ste bili na vlasti građani za vas nisu ni postojali, bili su statistika i ovce za šišanje i mašina za glasanje. Prvo sredite sopstveno dvorište i vratite sebi kičmu, umesto što ste postali beskičmenjaci i poslušnici gazde tajkuna koji vas uvalio u dugove i kome sad dugujete.",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-03T17:19:30.000Z,"Mašinski plus kokošji mozak, skidaju zarade kao da preprodaju sekunde na RTS. Naviklo to da skida novac građana i trpa na gazdine tajne račune. Da vam je zdravstvo bilo važno koju bolnicu bi izgradili i opremu nabavili. Sad vam smeta što se i mladi lekari zapošljavaju? Dno ste...",amerika,und,0.5,0.7,0.5,0.5
@Vladimir_Orlic,Др Владимир Орлић,2022-02-22T08:44:11.000Z,"Ко је помињао КФОР? Правдање лажима - знак нечисте савести. Америчке депеше кажу: ""Понош је за улазак Србије у НАТО.. реформише војску у складу са нашим интересима"". То не сме да демантује?
А на ""ја, српски генерал"" нема право од кад је - на своју униформу пљунуо, због политике.",amerika,sr,0.4,0.8,0.5,1.0
@avucic,Александар Вучић,2018-07-27T12:45:27.000Z,"Надам се и верујем да ће Америка поштовати суверенитет, независност и слободу српског народа и српске државе, баш онако како ми ценимо слободу, снагу и независност САД.
- Hа отварању изложбе ""Kраљевина Србија и Сједињене Америчке Државе""",amerika,sr,0.6,0.8,0.5,1.0
@AcaSapic,Aleksandar Šapić,2019-01-13T09:41:45.000Z,"Skidanje granica i spajanje ljudi je već decenijama tendencija u Evropi i svetu.Sad vidimo da postaje trend i u regionu.

Shodno tome, predlažem da se ukinu granice i između Srbije, Crne Gore i Republike Srpske.

To bi bilo baš ljudski, evropski i naravno SRPSKI.",amerika,und,0.0,0.4,0.0,0.5
@ZoranT11,Zoran Tomić,2022-02-01T21:21:56.000Z,Ovo je slika i prilika tajkunske demokratije zvane...nametanje gazdine volje drugima. Džabe se bune...gazda im je rekao svoje. Sad neka vide šta će sa pozajmicama da rade...,amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-01-21T21:55:51.000Z,"Bacaš pare na stikere, ružiš grad time što to lepiš po banderama, nemaš osnovnu kulturu niti svest o čuvanju imovine, optužuješ lažno, širiš dezinformacije. Znam...naredio ti kum tajkun da bi upao na listu, posebno sad kad je namera kriminalaca provaljena. Kakva koincidencija...",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-20T20:59:28.000Z,"Kokoda Tepić pokrenula priču, gazda Đilas je promoviše i sad će preko NATO generala da prikupe sve moguće mrzitelje Srbije i njenog naroda i ovu etiketu genocidnog prišiti. To je plan za dan posle, to je tajkunska politika...pljačka, mržnja i degradiranje našeg naroda. Neće moći!",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-05T14:52:57.000Z,"Tadić, Jeremić, Borislav (po novokrštenom Borko) Stefanović, Đilas...ne vidim da su išta uradili tad, a ni sad da se Srbima na KiM pomogne. Vojsku su uništili, ekonomiju srozali i rasparčavali su Srbiju...Svakome van kruga dvoje oduzeli bi državljanstvo...to je za njih Srbija.",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-01-31T22:11:41.000Z,"Tajkunima treba NATO čovek, jer i oni sami su sluge stranog gospodara koji preko domaćeg najvećeg tajkuna iz Multikom imperije želi od Srbije da pravi koloniju. Ne kriju to više, sad se time ponose i šalju jasnu poruku kakvu Srbiju žele...zapravo kakvu gazda Srbiju traži da bude.",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-02-04T15:39:40.000Z,"Smeta im sve što je urađeno da se građani sećaju i ponose istorijom Srbije, da se događaji iz naše istorije ne zaborave. Đilasu odgovara istorija koju su pisali srbomrsci, za nju se zalagao dok jahao fotelju, za nju se i sad zalaže kroz plan za dan posle.",amerika,und,0.5,0.7,0.5,0.5
@avucic,Александар Вучић,2020-02-14T09:36:31.000Z,"Срећан сам што видим данас напредак и много хвала председнику Трампу @POTUS и @RichardGrenell у име Србије, јер осећамо да ћемо од овога имати бољу будућност и да ћемо осигурати мир за наредне деценије.
- потписано Писмо о намерама за обнову железничког саобраћаја између БГ и ПР",amerika,sr,0.6,0.8,0.5,1.0
@ZoranT11,Zoran Tomić,2022-02-02T07:46:14.000Z,"Pre bih rekao da ova deviza kod Đilaza znači ""ako sad puknem na izborima sledi mi potop"". Njegova Multikom imperija je uzdrmana i sad radi sve da opravda poverenje stranih mentora...teško mu ide, svestan je toga pa lažira istraživanja, smišlja nove laži i ne krije više to.",amerika,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-01-20T18:40:27.000Z,"Sad i dete izvodi na performans i traži da 14-godišnjaci budu koordinatori i politički angažovani...Sad je jasno ko slao decu od 14 godina ispred RIK-a da ""kamenjaju"" zgradu.",amerika,und,0.5,0.7,0.5,0.5
